user_id,item_id,timestamp
276,2,874792436
63,1067,875747514
267,410,878970785
13,56,881515011
240,879,885775745
294,271,889241426
90,1086,891384424
18,26,880129731
92,229,875656201
308,649,887739292
144,89,888105691
191,302,891560253
59,951,888206409
200,96,884129409
16,197,877726146
61,678,892302309
271,199,885848448
271,709,885849325
142,169,888640356
275,597,876197678
222,151,878182109
87,40,879876917
207,258,877879172
177,333,880130397
299,577,889503806
271,378,885849447
305,425,886324486
94,1224,891722802
130,1017,874953895
10,175,877888677
203,321,880433418
191,286,891560842
43,323,875975110
21,558,874951695
197,96,891409839
194,66,879527264
234,206,892334543
308,402,887740700
308,640,887737036
269,522,891447773
94,265,891721889
268,62,875310824
272,12,879455254
121,291,891390477
296,20,884196921
134,286,891732334
180,462,877544218
234,612,892079140
7,163,891353444
234,1451,892078343
52,250,882922661
102,823,888801465
13,186,890704999
178,731,882827532
236,71,890116671
256,781,882165296
263,176,891299752
244,186,880605697
279,1181,875314001
43,815,883956189
151,197,879528710
109,631,880579371
297,716,875239422
249,188,879641067
144,699,888106106
301,604,882075994
64,392,889737542
222,97,878181739
268,436,875310745
293,135,888905550
213,173,878955442
13,498,882139901
59,715,888205921
5,17,875636198
125,163,879454956
174,315,886432749
114,505,881260203
213,515,878870518
128,15,879968827
239,56,889179478
291,80,875086354
250,238,878089963
201,649,884114275
60,60,883327734
119,407,887038665
287,1,875334088
216,228,880245642
216,531,880233810
203,471,880434463
92,587,875660408
13,892,882774224
213,176,878956338
286,288,875806672
11,558,891904214
295,194,879517412
250,596,878089921
137,144,881433689
257,137,882049932
111,328,891679939
91,480,891438875
215,211,891436202
189,1060,893264301
1,20,887431883
303,404,879468375
299,305,879737314
187,210,879465242
214,568,892668197
293,770,888906655
285,191,890595859
303,252,879544791
96,156,884402860
72,1110,880037334
115,1067,881171009
7,430,891352178
116,350,886977926
73,480,888625753
269,246,891457067
263,419,891299514
70,431,884150257
221,475,875244204
72,182,880036515
25,357,885852757
290,50,880473582
189,526,893266205
299,303,877618584
264,294,886121516
200,365,884129962
187,135,879465653
184,187,889909024
13,229,882397650
298,486,884183063
235,185,889655435
62,712,879376178
54,742,880934806
63,762,875747688
11,732,891904596
92,168,875653723
8,550,879362356
307,174,879283480
303,200,879468459
72,54,880036854
117,150,880125101
224,77,888103872
193,869,889127811
130,109,874953794
182,845,885613067
254,229,886474580
64,381,879365491
45,25,881014015
193,879,889123257
276,922,889174849
276,57,874787526
234,187,892079140
293,249,888905229
264,721,886123656
10,611,877886722
197,346,891409070
276,142,874792945
308,427,887736584
221,943,875246759
131,126,883681514
109,8,880572642
198,58,884208173
230,680,880484286
192,1061,881368891
234,448,892335501
90,900,891382309
193,941,889124890
128,603,879966839
244,265,880606634
90,289,891382310
157,25,886890787
305,71,886323684
119,382,874781742
231,181,888605273
280,508,891700453
288,132,886374129
301,33,882078228
72,699,880036783
308,55,887738760
59,742,888203053
94,744,891721462
130,642,875216933
26,1015,891352136
56,121,892679480
62,12,879373613
276,40,874791871
152,301,880147407
178,845,882824291
217,597,889070087
79,303,891271203
138,484,879024127
308,81,887737293
269,198,891447062
307,94,877122695
222,781,881059677
121,740,891390544
13,864,882141924
230,742,880485043
269,507,891448800
239,1099,889179253
245,1028,888513447
56,546,892679460
295,961,879519556
69,240,882126156
10,7,877892210
22,376,878887112
294,931,889242857
279,399,875313859
6,98,883600680
243,1039,879988184
298,181,884125629
118,200,875384647
283,1114,879297545
171,292,891034835
70,217,884151119
10,100,877891747
245,181,888513664
107,333,891264267
276,70,874790826
189,56,893265263
226,242,883888671
62,1016,879373008
276,417,874792907
214,478,891544052
306,235,876504354
222,26,878183043
280,631,891700751
60,430,883326122
56,71,892683275
42,274,881105817
1,202,875072442
13,809,882397582
173,289,877556988
185,23,883524249
280,540,891702304
244,381,880604077
150,293,878746946
7,497,891352134
178,317,882826915
178,742,882823833
95,1217,880572658
234,1462,892333865
97,222,884238887
117,268,880124306
130,1246,876252497
264,655,886123530
207,13,875506839
42,588,881108147
87,367,879876702
101,304,877135677
256,127,882164406
92,794,875654798
292,661,881105561
246,665,884922831
274,845,878945579
188,692,875072583
18,86,880129731
236,632,890116254
193,407,889127921
144,709,888105940
90,1198,891383866
48,609,879434819
22,128,878887983
311,432,884365485
8,22,879362183
276,188,874792547
222,173,878183043
72,866,880035887
299,134,878192311
1,171,889751711
308,295,887741461
165,216,879525778
222,49,878183512
181,121,878962623
200,11,884129542
234,626,892336358
244,707,880606243
90,25,891384789
208,216,883108324
263,96,891298336
134,323,891732335
279,586,892864663
2,292,888550774
49,302,888065432
286,153,877531406
205,304,888284313
22,80,878887227
234,318,892078890
223,328,891548959
15,25,879456204
268,147,876514002
94,1220,891722678
274,405,878945840
7,492,891352010
16,55,877717956
164,620,889402298
290,161,880474293
92,515,875640800
239,1070,889179032
56,449,892679308
248,234,884534968
234,10,891227851
308,187,887738760
276,64,874787441
192,948,881368302
122,509,879270511
85,588,880838306
201,272,886013700
295,739,879518319
263,568,891299387
295,39,879518279
201,1100,884112800
93,820,888705966
159,1028,880557539
293,423,888906070
82,597,878768882
276,181,874786488
13,823,882397833
217,2,889069782
83,660,880308256
189,20,893264466
222,796,878183684
146,1022,891458193
267,121,878970681
126,294,887855087
125,80,892838865
43,120,884029430
42,44,881108548
77,518,884753202
291,686,874835165
268,21,875742822
262,28,879792220
234,81,892334680
29,245,882820803
236,57,890116575
158,729,880133116
156,661,888185947
232,52,888550130
168,866,884287927
37,288,880915258
141,245,884584426
235,230,889655162
102,70,888803537
77,172,884752562
90,506,891383319
186,566,879023663
44,660,878347915
118,774,875385198
7,661,891351624
42,1028,881106072
178,433,882827834
77,474,884732407
56,1047,892911290
286,99,878141681
90,258,891382121
295,190,879517062
224,69,888082495
272,317,879454977
221,1010,875246662
207,318,877124871
234,487,892079237
7,648,891351653
87,82,879875774
44,449,883613334
306,287,876504442
194,172,879521474
94,62,891722933
167,659,892738277
108,100,879879720
230,304,880484286
54,302,880928519
90,22,891384357
286,357,877531537
14,269,892242403
92,121,875640679
181,405,878962919
65,806,879216529
44,443,878348289
244,183,880606043
1,265,878542441
270,25,876954456
94,572,891723883
286,746,877533058
239,272,889181247
216,55,880245145
254,121,886472369
178,385,882826982
194,23,879522819
268,955,875745160
188,143,875072674
276,294,874786366
158,1098,880135069
207,845,881681663
305,654,886323937
47,324,879439078
64,736,889739212
191,751,891560753
7,378,891353011
59,92,888204997
69,268,882027109
10,461,877888944
21,129,874951382
58,9,884304328
194,152,879549996
7,200,891353543
113,126,875076827
173,328,877557028
95,233,879196354
16,194,877720733
59,323,888206809
311,654,884365075
292,589,881105516
43,203,883955224
79,50,891271545
235,70,889655619
125,190,892836309
284,322,885329671
303,161,879468547
254,378,886474396
90,923,891383912
6,463,883601713
286,298,875807004
222,448,878183565
297,57,875239383
42,625,881108873
130,1217,875801778
254,357,886472466
244,310,880601905
36,748,882157285
256,443,882164727
104,285,888465201
21,447,874951695
111,301,891680028
18,408,880129628
25,222,885852817
110,944,886989501
270,98,876955868
68,237,876974133
83,215,880307940
89,216,879459859
128,317,879968029
305,512,886323525
286,175,877532470
279,1428,888465209
256,86,882165103
221,48,875245462
140,332,879013617
11,227,891905896
201,203,884114471
150,181,878746685
126,245,887854726
144,742,888104122
109,566,880578814
85,1065,879455021
213,133,878955973
223,11,891550649
215,421,891435704
218,208,877488366
174,937,886432989
275,186,880314383
268,583,876513830
160,462,876858346
195,273,878019342
224,178,888082468
99,1016,885678724
2,251,888552084
292,9,881104148
72,568,880037203
85,228,882813248
83,281,880307072
7,543,891351772
287,926,875334340
222,53,878184113
24,64,875322758
7,554,891354639
82,56,878769410
161,318,891170824
196,393,881251863
56,91,892683275
82,477,876311344
256,761,882164644
226,56,883889102
279,741,875296891
308,1286,887738151
16,8,877722736
180,202,877128388
203,93,880434940
145,56,875271896
288,305,886372527
84,742,883450643
44,644,878347818
17,13,885272654
313,117,891015319
148,1,877019411
197,347,891409070
21,164,874951695
279,982,875298314
239,491,889181015
185,287,883526288
297,89,875239125
303,68,879467361
73,206,888625754
94,216,885870665
239,194,889178833
197,511,891409839
280,1,891700426
1,117,874965739
60,162,883327734
198,258,884204501
239,513,889178887
6,69,883601277
233,375,876374419
85,642,882995615
110,38,886988574
184,522,889908462
201,518,884112201
214,131,891544465
296,228,884197264
222,87,878182589
279,725,875314144
85,433,879828720
239,234,889178762
13,72,882141727
194,77,879527421
208,663,883108476
109,178,880572950
230,172,880484523
313,478,891014373
70,1133,884151344
62,182,879375169
198,234,884207833
65,125,879217509
174,660,886514261
90,12,891383241
130,1248,880396702
283,432,879297965
275,418,875154718
311,98,884364502
195,751,883295500
130,105,876251160
286,73,877532965
7,623,891354217
56,222,892679439
210,204,887730676
239,9,889180446
96,87,884403531
249,239,879572284
84,121,883452307
275,265,880314031
135,1046,879858003
291,1178,875086354
70,399,884068521
311,9,884963365
301,523,882076146
152,685,880149074
244,172,880605665
53,281,879443288
244,790,880608037
26,125,891371676
151,13,879542688
24,191,875323003
271,65,885849419
307,634,879283385
294,1245,877819265
25,501,885852301
293,137,888904653
201,432,884111312
13,181,882140354
2,50,888552084
313,566,891016220
144,125,888104191
188,443,875074329
276,324,874786419
72,234,880037418
83,385,887665549
181,619,878963086
109,402,880581344
207,107,876198301
185,216,883526268
14,213,890881557
57,79,883698495
230,963,880484370
176,875,886047442
253,97,891628501
284,269,885328991
106,526,881452685
121,180,891388286
291,418,875086920
84,1033,883452711
207,58,875991047
194,187,879520813
109,97,880578711
283,845,879297442
297,275,874954260
78,255,879633745
11,425,891904300
308,59,887737647
193,1078,889126943
297,234,875239018
87,585,879877008
8,50,879362124
186,148,891719774
312,692,891699426
91,683,891438351
291,376,875086534
175,127,877107640
7,644,891351685
276,419,874792907
83,210,880307751
102,524,888803537
62,302,879371909
49,995,888065577
268,298,875742647
313,616,891015049
286,44,877532173
279,168,875296435
276,474,889174904
62,59,879373821
83,97,880308690
63,100,875747319
16,178,877719333
90,945,891383866
42,98,881106711
303,393,879484981
274,50,878944679
104,299,888442436
94,792,885873006
184,98,889908539
293,708,888907527
248,589,884534968
18,950,880130764
200,892,884127082
296,222,884196640
7,662,892133739
196,381,881251728
69,427,882145465
72,196,880036747
256,472,882152471
128,182,879967225
151,747,879524564
7,171,891351287
286,85,877533224
172,220,875537441
308,516,887736743
308,436,887739257
64,1063,889739539
220,298,881198966
21,324,874950889
285,269,890595313
207,65,878104594
198,658,884208173
220,333,881197771
210,70,887730589
143,682,888407741
199,221,883782854
297,25,874954497
276,78,877934828
299,847,877877649
1,47,875072125
164,281,889401906
96,673,884402860
291,1016,874833827
7,451,891353892
233,177,877661496
6,517,883602212
202,283,879727153
214,117,891543241
184,602,889909691
277,257,879543487
95,68,879196231
25,257,885853415
6,23,883601365
313,436,891029877
22,241,878888025
262,617,879793715
130,569,880396494
66,181,883601425
262,174,879791948
206,302,888180227
222,22,878183285
76,61,875028123
151,703,879542460
314,28,877888346
13,147,882397502
44,258,878340824
303,418,879483510
270,558,876954927
248,117,884535433
125,318,879454309
138,523,879024043
291,15,874833668
234,147,892335372
239,96,889178798
15,331,879455166
136,89,882848925
223,423,891550684
82,194,878770027
145,355,888396967
280,845,891700925
178,199,882826306
307,949,877123315
10,488,877888613
116,331,876451911
23,258,876785704
308,174,887736696
185,114,883524320
188,237,875073648
118,654,875385007
246,721,884921794
234,98,892078567
194,239,879522917
94,24,885873423
122,378,879270769
312,100,891698613
262,64,879793022
154,242,879138235
223,763,891550067
99,403,885680374
83,43,880308690
130,307,877984546
174,402,886513729
256,487,882164231
59,177,888204349
244,53,880607489
250,196,878091818
43,40,883956468
285,150,890595636
97,670,884239744
122,510,879270327
61,323,891206450
4,264,892004275
37,403,880915942
303,1098,879467959
165,372,879525987
176,324,886047292
56,869,892683895
44,15,878341343
190,117,891033697
29,189,882821942
94,174,885870231
130,949,876251944
117,181,880124648
19,435,885412840
194,191,879521856
158,24,880134261
56,447,892679067
262,223,879791816
214,137,891543227
92,747,875656164
188,96,875073128
58,173,884305353
244,154,880606385
134,879,891732393
298,625,884183406
254,230,886472400
230,138,880485197
16,209,877722736
151,835,879524199
145,1248,875272195
200,588,884128499
248,257,884535840
297,432,875239658
312,133,891699296
151,12,879524368
110,568,886988449
305,483,886323068
141,258,884584338
44,240,878346997
186,263,879023571
214,213,891544414
233,208,880610814
1,222,878873388
230,419,880484587
56,450,892679374
94,651,891725332
205,316,888284710
14,174,890881294
276,1081,880913705
83,929,880307140
268,580,875309344
222,1041,881060155
279,89,875306910
112,331,884992603
296,429,884197330
18,202,880130515
13,868,882139901
87,210,879875734
10,285,877889186
181,328,878961227
23,463,874785843
253,746,891628630
234,228,892079190
66,1,883601324
216,174,881432488
290,208,880475245
4,303,892002352
144,831,888104805
138,517,879024279
5,1,875635748
276,357,874787526
62,433,879375588
239,475,889178689
293,166,888905520
130,234,875216932
264,70,886123596
208,197,883108797
24,763,875322875
279,1162,875314334
101,596,877136564
162,1019,877636556
99,246,888469392
239,430,889180338
160,160,876862078
172,580,875538028
54,676,880935294
44,507,878347392
210,97,887736454
164,930,889402340
28,217,881961671
305,79,886324276
18,729,880131236
109,1012,880564570
207,25,876079113
109,1,880563619
15,222,879455730
58,709,884304812
303,693,879466771
152,111,880148782
92,241,875655961
77,91,884752924
244,662,880606533
131,221,883681561
197,302,891409070
227,50,879035347
85,282,879829618
295,72,879518714
181,1,878962392
277,255,879544145
279,96,875310606
1,253,874965970
18,182,880130640
276,568,882659211
87,177,879875940
213,13,878955139
125,134,879454532
128,739,879969349
291,428,874871766
25,208,885852337
288,272,889225463
271,56,885848559
5,363,875635225
274,748,878944406
70,419,884065035
151,919,879524368
199,268,883782509
201,209,884112801
11,740,891903067
59,77,888206254
184,277,889907971
222,88,878183336
38,161,892432062
104,300,888442275
298,1346,884126061
180,1119,877128156
121,14,891390014
252,277,891456797
303,411,879483802
210,527,887736232
234,648,892826760
312,573,891712535
308,215,887737483
234,1397,892334976
75,546,884050422
117,15,880125887
246,239,884921380
64,516,889737376
85,187,879454235
239,81,889179808
59,54,888205921
256,220,882151690
216,196,880245145
13,195,881515296
144,153,888105823
100,268,891374982
210,274,887730676
94,471,891721642
125,657,892836422
65,1142,879217349
1,113,878542738
76,175,875028853
294,508,877819532
263,1451,891299949
294,930,889242704
85,13,879452866
303,426,879542535
6,492,883601089
279,746,875310233
303,1109,879467936
184,191,889908716
310,116,879436104
313,22,891014870
314,1150,877887002
13,121,882397503
43,5,875981421
215,164,891436633
280,127,891702544
161,898,891170191
11,723,891904637
94,218,891721851
311,566,884366112
48,680,879434330
85,604,882995132
288,527,886373565
184,514,889908497
151,929,879543457
90,690,891383319
11,38,891905936
106,582,881451199
37,117,880915674
276,845,874786807
22,258,878886261
70,82,884068075
5,98,875720691
308,95,887737130
60,208,883326028
270,778,876955711
243,208,879989134
81,280,876534214
200,478,884128788
13,308,881514726
56,184,892679088
116,250,876452606
295,172,879516986
63,1007,875747368
295,235,879517943
156,641,888185677
160,430,876861799
237,191,879376773
290,132,880473993
45,109,881012356
224,678,888082277
277,1011,879543697
65,100,879217558
272,1101,879454977
116,255,876452524
184,86,889908694
285,151,890595636
72,28,880036824
271,187,885848343
94,211,891721142
246,425,884921918
115,8,881171982
176,327,886047176
13,396,882141727
95,1,879197329
147,904,885594015
151,58,879524849
184,660,889909962
311,386,884365747
105,268,889214268
158,510,880134296
34,312,888602742
72,427,880037702
263,416,891299697
94,1048,891722678
200,291,891825292
45,118,881014550
279,144,880850073
145,22,875273021
71,89,880864462
182,69,876435435
193,627,889126972
214,302,892668197
151,485,879525002
102,322,883277645
195,328,884420059
109,258,880562908
282,288,879949367
23,381,874787350
252,300,891448664
151,372,879524819
282,327,879949417
304,237,884968415
290,568,880474716
64,160,889739288
28,79,881961003
168,1278,884287560
265,471,875320302
18,113,880129628
83,82,887665423
90,499,891383866
234,1186,892335707
87,196,879877681
26,685,891371676
150,129,878746946
161,98,891171357
70,210,884065854
51,182,883498790
222,1057,881061370
92,176,875652981
204,216,892513864
164,685,889402160
57,682,883696824
184,207,889908903
60,403,883327087
92,180,875653016
43,204,883956122
222,1042,878184514
197,300,891409422
92,790,875907618
294,282,877821796
193,410,889127633
271,705,885849052
214,693,891544414
73,657,888625422
90,187,891383561
315,273,879821349
48,309,879434132
270,671,876956360
66,7,883601355
6,478,883602762
101,222,877136243
207,1046,875509787
144,182,888105743
85,83,886282959
102,625,883748418
158,770,880134477
297,588,875238579
90,507,891383987
271,482,885848519
178,276,882823978
90,245,891382612
311,143,884364812
267,17,878971773
194,647,879521531
59,387,888206562
1,227,876892946
116,751,890131577
170,292,884103732
110,578,886988536
60,1021,883326185
287,347,888177040
197,55,891409982
38,679,892432062
195,1014,879673925
279,227,889326161
84,748,883449530
316,98,880853743
25,25,885853415
168,274,884287865
103,24,880415847
299,588,877880852
194,478,879521329
287,294,875333873
234,582,892334883
87,9,879877931
49,47,888068715
296,855,884197352
44,95,878347569
92,216,875653867
135,39,879857931
13,66,882141485
262,386,879795512
7,676,891354499
116,942,876454090
318,474,884495742
269,13,891446662
222,1044,881060578
82,455,876311319
279,254,879572960
42,685,881105972
145,1245,875271397
49,625,888067031
313,99,891014029
32,290,883717913
308,848,887736925
145,448,877343121
130,542,875801778
130,806,875217096
249,255,879571752
49,581,888068143
195,300,890588925
118,475,875384793
130,316,888211794
104,293,888465166
201,1229,884140307
142,82,888640356
119,718,874774956
303,94,879485318
99,50,885679998
306,14,876503995
227,295,879035387
59,1107,888206254
30,539,885941454
262,821,879794887
6,508,883599530
311,716,884365718
268,364,875743979
262,553,879795122
214,275,891542968
16,56,877719863
293,132,888905481
62,132,879375022
94,346,891725410
13,59,882140425
240,313,885775604
291,7,874834481
312,28,891698300
31,484,881548030
291,70,874868146
56,172,892737191
109,588,880578388
59,429,888204597
246,1218,884922801
65,196,879216637
92,115,875654125
308,741,887739863
301,660,882076782
214,1129,892668249
158,241,880134445
308,493,887737293
32,151,883717850
224,191,888082468
215,423,891435526
32,1012,883717581
201,509,884111546
85,298,880581629
180,68,877127721
184,36,889910195
188,218,875074667
144,508,888104150
194,205,879524291
177,203,880131026
276,273,874786517
198,7,884205317
108,290,879880076
189,197,893265291
73,56,888626041
172,462,875537717
101,471,877136535
5,102,875721196
276,773,874792794
13,150,882140588
7,401,891354257
128,482,879967432
104,7,888465972
293,39,888906804
256,25,882150552
90,821,891385843
275,69,880314089
22,510,878887765
312,494,891698454
207,192,877822350
264,504,886122577
137,687,881432756
185,740,883524475
42,176,881107178
145,472,875271128
189,634,893265506
262,121,879790536
259,772,874724882
239,58,889179623
312,921,891699295
92,15,875640189
311,419,884364931
102,448,888803002
249,746,879641209
95,527,888954440
19,655,885412723
79,100,891271652
189,751,893265046
253,510,891628416
201,919,884141208
1,17,875073198
214,42,892668130
7,81,891352626
234,132,892333865
59,148,888203175
6,469,883601155
82,14,876311280
109,627,880582133
305,50,886321799
195,154,888737525
277,279,879543592
92,81,875654929
94,58,891720540
217,144,889069782
313,200,891017736
116,1216,876452582
303,433,879467985
117,151,880126373
221,327,875243968
46,307,883611430
91,28,891439243
151,317,879524610
64,176,889737567
116,271,886310197
291,1139,874871671
62,111,879372670
196,251,881251274
49,547,888066187
307,1022,879283008
303,176,879467260
286,154,877533381
291,501,875087100
235,87,889655162
276,157,874790773
135,1208,879858003
57,243,883696547
7,576,892132943
250,404,878092144
289,282,876789180
50,823,877052784
25,258,885853199
18,496,880130470
193,790,889127381
263,510,891298392
207,716,875508783
314,535,877887002
250,338,883263374
262,568,879794113
95,172,879196847
94,470,891722006
59,583,888205921
277,282,879543697
303,1286,879467413
271,714,885848863
269,235,891446756
210,357,887736206
185,199,883526268
235,480,889655044
276,939,874790855
308,163,887737084
298,252,884183833
44,208,878347420
315,13,879821158
215,197,891435357
269,9,891446246
42,195,881107949
293,79,888906045
246,68,884922341
101,405,877137015
92,665,875906853
249,88,879572668
60,525,883325944
13,331,881515457
271,750,885844698
92,731,875653769
254,188,886473672
311,203,884365201
263,197,891299752
201,660,884140927
279,79,875296461
138,496,879024043
209,251,883417810
217,7,889069741
261,340,890454045
176,258,886047026
303,1037,879544340
81,169,876534751
62,114,879373568
72,530,880037164
276,364,877935377
49,7,888067307
263,117,891299387
9,298,886960055
92,528,875657681
249,708,879572403
262,754,879961283
196,655,881251793
207,1436,878191574
276,226,874792520
134,313,891732150
311,849,884365781
203,148,880434755
247,736,893097024
313,745,891016583
311,83,884364812
251,1014,886272486
227,411,879035897
59,550,888206605
58,100,884304553
249,723,879641093
286,1316,884583549
11,725,891905568
7,228,891350845
92,846,886443471
160,56,876770222
103,127,880416331
11,110,891905324
87,2,879876074
293,605,888907702
291,732,874868097
254,575,886476165
49,334,888065744
222,1284,878184422
268,1,875742341
59,215,888204430
177,209,880130736
151,1298,879528520
29,332,882820869
30,435,885941156
297,182,875239125
315,185,879821267
23,172,874785889
321,496,879438607
191,754,891560366
106,778,881453040
7,151,891352749
178,678,882823530
84,12,883452874
94,168,891721378
264,33,886122644
239,529,889179808
90,657,891385190
261,875,890454351
190,302,891033606
112,289,884992690
144,106,888104684
199,258,883782403
85,501,880838306
301,202,882076211
294,127,877819265
130,206,875801695
103,121,880415766
267,840,878970926
286,231,877532094
5,211,875636631
160,117,876767822
6,357,883602422
158,72,880135118
297,736,875239975
250,244,878089786
58,268,884304288
23,1006,874785809
301,1228,882079423
307,265,877122816
92,24,875640448
137,300,881432524
164,117,889401816
276,38,874792574
213,294,878870226
286,34,877534701
232,197,888549563
150,221,878747017
130,731,876251922
1,90,878542300
189,1005,893265971
311,5,884365853
36,307,882157227
128,228,879969329
151,89,879524491
248,475,884535446
213,609,878955533
203,181,880434278
308,863,887736881
269,47,891448386
297,307,878771124
305,189,886323303
266,676,892257897
197,229,891410039
74,272,888333194
127,294,884363803
194,4,879521397
177,56,880130618
45,473,881014417
57,28,883698324
239,187,889178798
238,252,883576644
201,1010,884140579
131,1281,883681561
270,97,876955633
159,127,880989744
230,202,880485352
92,219,875654888
318,356,884496671
123,531,879872671
267,403,878971939
232,630,888550060
5,382,875636587
16,155,877719157
180,762,877126241
178,282,882823978
319,313,889816026
180,737,877128327
270,736,876955087
293,496,888905840
269,793,891449880
54,685,880935504
21,98,874951657
303,209,879467328
13,766,882139686
314,95,877888168
151,387,879542353
230,378,880485159
201,403,884112427
95,1206,888956137
270,370,876956232
256,716,882165135
80,582,887401701
303,435,879466491
312,121,891698174
62,258,879371909
189,1115,893264270
77,195,884733695
99,742,885679114
291,1028,875086561
83,338,883868647
262,179,879962570
253,216,891628252
223,596,891549713
108,50,879879739
94,347,891724950
267,980,878970578
201,1245,884141015
271,111,885847956
18,387,880130155
207,4,876198457
313,96,891015144
215,144,891435107
279,1376,886016680
296,248,884196765
270,83,876954995
210,161,887736393
201,79,884112245
184,181,889907426
275,449,876198328
185,269,883524428
276,550,874792574
279,1182,875314370
216,69,880235229
16,471,877724845
147,292,885594040
291,250,874805927
28,95,881956917
291,471,874833746
7,580,892132171
297,218,875409827
308,559,887740367
87,211,879876812
97,89,884238939
21,596,874951617
59,710,888205463
